"Reported Date","Reported Year","Reported Month","Number Dead","Number Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Migration Route","Latitude","Longitude"
"May 25, 2016",2016,"May","","",0,"","","","","Drowning","Central Mediterranean","32.761023100000"," 12.699894300000"
"May 24, 2016",2016,"May",4,"",4,"",4,"","","Fuel burns, Suffocation","Central Mediterranean","35.102507300000"," 12.135376000000"
"May 21, 2016",2016,"May",0,10,10,"","","","","Unknown","Central Mediterranean","39.991424200000"," 9.124229100000"
"May 19, 2016",2016,"May","",45,45,"",7,"","","Presumed drowning","Western Mediterranean","35.444132400000"," -4.070813700000"
"May 16, 2016",2016,"May",1,"",1,"","",1,"","Drowning","Central Mediterranean","31.319987900000"," 30.338503100000"
"May 16, 2016",2016,"May",1,"",1,"","",1,"","Drowning","Central Mediterranean","31.319987900000"," 30.338503100000"
"May 12, 2016",2016,"May",1,"",1,"","",1,"","Drowning","Western Mediterranean","35.895384600000"," -5.334817200000"
"May 09, 2016",2016,"May",1,"",1,"","","","","Presumed drowning","Western Mediterranean","36.737271500000"," -4.100630400000"
"May 05, 2016",2016,"May",1,"",1,"","","",1,"Drowning","Western Mediterranean","35.286270300000"," -2.950878100000"
"April 29, 2016",2016,"Apr",0,84,84,26,"","","","Drowning","Central Mediterranean","32.770354400000"," 12.376176000000"
"April 29, 2016",2016,"Apr",2,18,20,105,"","","","Drowning","Central Mediterranean","33.416533100000"," 16.230191400000"
"April 29, 2016",2016,"Apr",0,9,9,"","","","","Drowning","Central Mediterranean","33.416533100000"," 16.230191400000"
"April 23, 2016",2016,"Apr","",3,3,1,"","","","Drowning","Western Mediterranean","36.727190900000"," -2.165284500000"
"April 17, 2016",2016,"Apr",8,24,32,108,"","","","Unknown","Central Mediterranean","35.501218200000"," 12.505090100000"
"April 16, 2016",2016,"Apr","",6,6,"","","","","Drowning","Western Mediterranean","36.748932200000"," -3.527553200000"
"April 15, 2016",2016,"Apr",1,"",1,"",1,"",1,"Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"April 12, 2016",2016,"Apr",4,"",4,"","","","","Drowning","Central Mediterranean","33.208609900000"," 11.213254400000"
"April 11, 2016",2016,"Apr",3,"",3,"",2,1,"","Drowning","Central Mediterranean","33.208609900000"," 11.213254400000"
"April 09, 2016",2016,"Apr",5,4,9,5,4,"",1,"Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"April 09, 2016",2016,"Apr",0,459,459,37,1,"",1,"Drowning","Central Mediterranean","31.576003100000"," 25.164174000000"
"March 31, 2016",2016,"Mar",9,"",9,127,"","","","Drowning","Central Mediterranean","31.650930600000"," 30.626169200000"
"March 30, 2016",2016,"Mar","",90,90,30,"","","","Drowning","Central Mediterranean","32.770354400000"," 12.376176000000"
"March 28, 2016",2016,"Mar","",84,84,1,"","","","Drowning","Central Mediterranean","33.416533100000"," 16.230191400000"
"March 26, 2016",2016,"Mar",12,"",12,"","","","","Drowning","Central Mediterranean","32.791242000000"," 13.702657400000"
"March 21, 2016",2016,"Mar",1,"",1,"","",1,1,"Respiratory illness, Sickness and lack of access to medicines","Central Mediterranean","39.196440300000"," 9.105426900000"
"March 20, 2016",2016,"Mar","",4,4,"","","","","Unknown","Central Mediterranean","35.497698500000"," 12.602115300000"
"March 20, 2016",2016,"Mar",2,"",2,40,2,"",2,"Unknown (found on dinghy)","Eastern Mediterranean","36.155277800000"," 29.495033500000"
"March 20, 2016",2016,"Mar",2,"",2,"","",2,"","Unknown (found on dinghy)","Eastern Mediterranean","39.209707825471"," 26.517559644531"
"March 19, 2016",2016,"Mar",51,"",51,"","","","","Drowning","Central Mediterranean","32.884351900000"," 13.150722800000"
"March 19, 2016",2016,"Mar","","",0,"","","","","Drowning","Central Mediterranean","33.058823123634"," 17.165613325000"
"March 17, 2016",2016,"Mar",4,"",4,187,"","","","Burned","Central Mediterranean","32.800530200000"," 12.517970700000"
"March 16, 2016",2016,"Mar",3,"",3,750,"","","","Unknown (found on dinghy)","Central Mediterranean","34.571998183552"," 13.453452574665"
"March 14, 2016",2016,"Mar","",8,8,5,"","","","Drowning","Eastern Mediterranean","36.910782100000"," 27.282852300000"
"March 12, 2016",2016,"Mar",1,"",1,"","","",1,"Drowning","Western Mediterranean","35.286270300000"," -2.950878100000"
"March 10, 2016",2016,"Mar",5,2,7,9,"","",3,"Drowning","Eastern Mediterranean","39.490208500000"," 26.393246100000"
"March 06, 2016",2016,"Mar",25,"",25,15,"","",10,"Drowning","Eastern Mediterranean","37.341163938766"," 27.237263179687"
"March 04, 2016",2016,"Mar","",20,20,"",2,"","","Unknown","Western Mediterranean","36.841526800000"," -2.474626200000"
"March 02, 2016",2016,"Mar",1,"",1,"","",1,1,"Asphyxiation","Eastern Mediterranean","39.097108100000"," 26.547693300000"
"February 23, 2016",2016,"Feb",5,"",5,403,3,2,"","Asphyxiation","Central Mediterranean","37.720242300000"," 10.285804200000"
"February 19, 2016",2016,"Feb",2,"",2,"","","","","Drowning","Central Mediterranean","37.308839200000"," 13.322824900000"
"February 17, 2016",2016,"Feb",1,"",1,2,"","",1,"Hypothermia","Eastern Mediterranean","38.342494100000"," 25.880581700000"
"February 16, 2016",2016,"Feb",1,"",1,"","",1,"","Unknown","Western Mediterranean","35.944418700000"," -5.794608800000"
"February 08, 2016",2016,"Feb",27,9,36,4,"","",11,"Drowning","Eastern Mediterranean","39.189261800000"," 26.130606100000"
"February 05, 2016",2016,"Feb",1,"",1,"","",1,"","Drowning","Western Mediterranean","36.003431800000"," -5.617350900000"
"February 02, 2016",2016,"Feb",9,"",9,13,"","",2,"Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"January 31, 2016",2016,"Jan",3,"",3,12,"","",2,"Drowning","Eastern Mediterranean","37.348625000000"," 27.274230900000"
"January 30, 2016",2016,"Jan",39,"",39,75,"","",5,"Drowning","Eastern Mediterranean","39.289382400000"," 26.473428100000"
"January 30, 2016",2016,"Jan",6,64,70,50,"","","","Drowning","Central Mediterranean","37.093073700000"," 11.861018900000"
"January 28, 2016",2016,"Jan",26,15,41,9,6,10,10,"Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"January 27, 2016",2016,"Jan",7,"",7,2,2,4,2,"Drowning","Eastern Mediterranean","36.926600300000"," 27.264159300000"
"January 26, 2016",2016,"Jan",5,16,21,1,"","",3,"Drowning","Eastern Mediterranean","37.376094000000"," 27.264729000000"
"January 26, 2016",2016,"Jan",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"January 25, 2016",2016,"Jan",2,"",2,"","",2,"","Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"January 25, 2016",2016,"Jan",1,"",1,"","",1,1,"Unknown","Central Mediterranean","37.343939900000"," 14.111439900000"
"January 25, 2016",2016,"Jan",1,"",1,700,"",1,1,"Unknown","Central Mediterranean","34.962732900000"," 13.886334700000"
"January 24, 2016",2016,"Jan",1,"",1,"",1,"",1,"Drowning","Eastern Mediterranean","37.596379000000"," 26.424823000000"
"January 24, 2016",2016,"Jan",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","38.872931600000"," 24.417989200000"
"January 24, 2016",2016,"Jan",2,"",2,"",1,1,"","Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"January 23, 2016",2016,"Jan",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"January 21, 2016",2016,"Jan",13,11,24,25,4,1,5,"Drowning","Eastern Mediterranean","38.704200600000"," 26.593916700000"
"January 21, 2016",2016,"Jan",8,"",8,41,2,"",6,"Drowning","Eastern Mediterranean","37.291097300000"," 27.073482000000"
"January 21, 2016",2016,"Jan",35,9,44,26,17,7,11,"Drowning","Eastern Mediterranean","36.950590100000"," 26.975212900000"
"January 20, 2016",2016,"Jan",2,"",2,46,1,1,1,"Hypothermia","Eastern Mediterranean","39.282501900000"," 26.413986900000"
"January 18, 2016",2016,"Jan",1,"",1,"","","","","Drowning","Eastern Mediterranean","37.596379000000"," 26.424823000000"
"January 18, 2016",2016,"Jan",1,8,9,"","","","","Drowning","Central Mediterranean","37.093073700000"," 11.861018900000"
"January 16, 2016",2016,"Jan",6,"",6,1,3,2,"","Drowning","Eastern Mediterranean","37.739472900000"," 26.923909100000"
"January 16, 2016",2016,"Jan",1,"",1,"","","","","Drowning","Eastern Mediterranean","37.739472900000"," 26.923909100000"
"January 15, 2016",2016,"Jan",1,"",1,63,"","",1,"Unknown","Eastern Mediterranean","37.291097300000"," 27.073482000000"
"January 15, 2016",2016,"Jan",3,"",3,20,"","",3,"Drowning","Eastern Mediterranean","37.345025100000"," 27.280516300000"
"January 15, 2016",2016,"Jan",4,"",4,9,"","",3,"Drowning","Eastern Mediterranean","39.528092500000"," 26.495720400000"
"January 14, 2016",2016,"Jan",6,"",6,"",1,5,"","Drowning","Eastern Mediterranean","37.956327900000"," 26.740876100000"
"January 14, 2016",2016,"Jan",3,3,6,13,3,3,2,"Drowning","Eastern Mediterranean","39.601620700000"," 26.398186500000"
"January 11, 2016",2016,"Jan",3,"",3,13,3,"",1,"Drowning","Eastern Mediterranean","39.519891800000"," 26.368989500000"
"January 11, 2016",2016,"Jan",1,8,9,34,9,"","","Drowning","Central Mediterranean","39.792778200000"," 18.350899200000"
"January 08, 2016",2016,"Jan",1,"",1,"","",1,1,"Drowning","Western Mediterranean","35.285061300000"," -2.933977000000"
"January 08, 2016",2016,"Jan",1,"",1,"","","","","Drowning","Eastern Mediterranean","39.366330500000"," 26.135897000000"
"January 05, 2016",2016,"Jan",36,"",36,8,2,"",3,"Drowning","Eastern Mediterranean","39.077686200000"," 26.886069200000"
"January 05, 2016",2016,"Jan",1,"",1,"",1,"","","Drowning","Eastern Mediterranean","37.596379000000"," 26.424823000000"
"January 05, 2016",2016,"Jan",1,"",1,"",1,"",1,"Drowning","Eastern Mediterranean","37.596379000000"," 26.424823000000"
"January 04, 2016",2016,"Jan",3,"",3,"","",3,"","Drowning","Western Mediterranean","37.002953500000"," -1.427928600000"
"January 04, 2016",2016,"Jan",1,"",1,"","","","","Drowning","Eastern Mediterranean","37.724580500000"," 26.677828300000"
"January 04, 2016",2016,"Jan",1,"",1,"",1,"","","Drowning","Eastern Mediterranean","37.596379000000"," 26.424823000000"
"January 04, 2016",2016,"Jan",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.538184500000"," 25.158060700000"
"January 02, 2016",2016,"Jan",1,"",1,"","",1,"","Drowning","Western Mediterranean","35.944171900000"," -5.696373200000"
"January 02, 2016",2016,"Jan",1,"",1,39,"",1,1,"Drowning","Eastern Mediterranean","37.457864100000"," 26.937922500000"
"January 02, 2016",2016,"Jan",4,"",4,"",1,3,"","Drowning","Eastern Mediterranean","37.596379000000"," 26.424823000000"
"December 30, 2015",2015,"Dec",2,"",2,"",1,1,"","Drowning","Eastern Mediterranean","37.757877000000"," 27.028391000000"
"December 30, 2015",2015,"Dec",7,"",7,"","","","","Drowning","Central Mediterranean","33.547016000000"," 11.098013000000"
"December 28, 2015",2015,"Dec",4,"",4,"",3,1,1,"Drowning","Eastern Mediterranean","37.551464000000"," 26.507867000000"
"December 27, 2015",2015,"Dec",1,"",1,"",1,"",1,"Drowning","Eastern Mediterranean","37.593055000000"," 26.518854000000"
"December 25, 2015",2015,"Dec",1,"",1,"",1,"","","Drowning","Eastern Mediterranean","37.707325000000"," 27.000325000000"
"December 25, 2015",2015,"Dec",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.798058000000"," 26.698630000000"
"December 25, 2015",2015,"Dec",2,"",2,185,"","","","Unknown","Western Mediterranean","35.916530000000"," -5.372926000000"
"December 24, 2015",2015,"Dec",20,"",20,21,"","",11,"Drowning","Eastern Mediterranean","39.088957000000"," 26.781175000000"
"December 24, 2015",2015,"Dec",2,"",2,"",2,"","","Drowning","Eastern Mediterranean","37.756132000000"," 26.960456000000"
"December 24, 2015",2015,"Dec",1,"",1,"",1,"",1,"Vehicle Accident","Eastern Mediterranean","33.631295300000"," 15.615427200000"
"December 23, 2015",2015,"Dec",1,"",1,509,"","","","Drowning","Central Mediterranean","36.179661000000"," 14.815938000000"
"December 23, 2015",2015,"Dec",1,"",1,"",1,"","","Unknown","Eastern Mediterranean","37.566252000000"," 26.505769000000"
"December 22, 2015",2015,"Dec",2,"",2,69,1,"",1,"Drowning","Eastern Mediterranean","39.024511200000"," 15.296916600000"
"December 22, 2015",2015,"Dec",11,"",11,7,"","",1,"Drowning","Eastern Mediterranean","39.380546900000"," 26.186165500000"
"December 22, 2015",2015,"Dec",13,1,14,15,2,4,7,"Drowning","Eastern Mediterranean","37.295400000000"," 27.112700000000"
"December 21, 2015",2015,"Dec",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.576548000000"," 26.482196000000"
"December 20, 2015",2015,"Dec",1,"",1,"",1,"",1,"Drowning","Eastern Mediterranean","37.639369476360"," 26.498112401514"
"December 19, 2015",2015,"Dec",2,"",2,"",1,1,1,"Drowning","Eastern Mediterranean","37.659145000000"," 26.326265000000"
"December 19, 2015",2015,"Dec",1,"",1,61,1,"",1,"Drowning","Eastern Mediterranean","38.376413000000"," 26.213546000000"
"December 18, 2015",2015,"Dec",18,"",18,14,4,"",10,"Drowning","Eastern Mediterranean","36.941323000000"," 27.343616000000"
"December 18, 2015",2015,"Dec",4,"",4,"","","",3,"Drowning","Eastern Mediterranean","37.118979000000"," 27.220141000000"
"December 18, 2015",2015,"Dec",4,"",4,4,"","",2,"Drowning","Eastern Mediterranean","36.925738000000"," 27.254266000000"
"December 16, 2015",2015,"Dec",2,"",2,200,"","",2,"Drowning","Eastern Mediterranean","38.331957000000"," 26.214435000000"
"December 16, 2015",2015,"Dec",4,"",4,58,"","",4,"Drowning","Eastern Mediterranean","36.952300000000"," 26.980800000000"
"December 16, 2015",2015,"Dec",1,"",1,"","",1,1,"Drowning","Eastern Mediterranean","36.930130000000"," 27.001581000000"
"December 16, 2015",2015,"Dec",5,"",5,92,"",1,3,"Drowning","Eastern Mediterranean","39.196567000000"," 26.575927000000"
"December 15, 2015",2015,"Dec",2,3,5,18,2,"",2,"Drowning","Eastern Mediterranean","36.964183000000"," 27.431130000000"
"December 14, 2015",2015,"Dec",1,"",1,"","",1,1,"Drowning","Eastern Mediterranean","39.446941000000"," 26.480153000000"
"December 14, 2015",2015,"Dec",3,3,6,12,"","",3,"Drowning","Eastern Mediterranean","36.175438000000"," 29.589343000000"
"December 14, 2015",2015,"Dec",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.586014000000"," 26.494619000000"
"December 12, 2015",2015,"Dec",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","36.173351000000"," 29.602718000000"
"December 10, 2015",2015,"Dec",4,"",4,"",1,2,1,"Drowning","Eastern Mediterranean","37.276233000000"," 27.107574000000"
"December 10, 2015",2015,"Dec",4,9,13,7,"","","","Drowning","Eastern Mediterranean","37.318839000000"," 27.118061000000"
"December 09, 2015",2015,"Dec",1,"",1,18,"","",1,"Drowning","Eastern Mediterranean","37.305186000000"," 27.133167000000"
"December 09, 2015",2015,"Dec",12,13,25,26,2,4,5,"Drowning","Eastern Mediterranean","37.469404000000"," 27.027424000000"
"December 09, 2015",2015,"Dec",1,"",1,"","","","","Drowning","Eastern Mediterranean","36.882620000000"," 27.311018000000"
"December 08, 2015",2015,"Dec",6,"",6,8,"","",6,"Drowning","Eastern Mediterranean","39.024511200000"," 15.296916600000"
"December 03, 2015",2015,"Dec",3,2,5,"",1,2,1,"Drowning","Eastern Mediterranean","37.285600000000"," 27.086600000000"
"December 01, 2015",2015,"Dec",1,"",1,"","",1,1,"Drowning","Eastern Mediterranean","39.334600000000"," 26.475500000000"
"December 01, 2015",2015,"Dec",3,30,33,"",1,"",6,"Drowning","Eastern Mediterranean","38.325725000000"," 26.289227000000"
"November 28, 2015",2015,"Nov",5,"",5,"",1,2,2,"Drowning","Eastern Mediterranean","39.314606000000"," 26.515185000000"
"November 27, 2015",2015,"Nov",4,"",4,"","","",4,"Drowning","Eastern Mediterranean","39.603753000000"," 26.401857000000"
"November 25, 2015",2015,"Nov",1,"",1,"",1,"",1,"Drowning","Eastern Mediterranean","37.847167000000"," 27.252642000000"
"November 20, 2015",2015,"Nov",1,"",1,"",1,"","","Drowning","Western Mediterranean","36.594168000000"," -3.532006000000"
"November 18, 2015",2015,"Nov",8,7,15,"","","","","Drowning","Eastern Mediterranean","31.241703000000"," 34.235811000000"
"November 17, 2015",2015,"Nov",8,"",8,"","","","","Drowning","Central Mediterranean","39.274069000000"," 26.388250000000"
"November 17, 2015",2015,"Nov","","",0,"",2,"",4,"Drowning, Suffocation","Eastern Mediterranean","36.824930100000"," 27.098726700000"
"November 17, 2015",2015,"Nov",9,2,11,"",2,1,"","Drowning, Suffocation","Eastern Mediterranean","36.921375000000"," 27.296143000000"
"November 17, 2015",2015,"Nov","","",0,"","","","","Drowning, Suffocation","Eastern Mediterranean","36.824930100000"," 27.098726700000"
"November 13, 2015",2015,"Nov",1,"",1,"","",1,1,"Drowning","Eastern Mediterranean","39.502976000000"," 26.406946000000"
"November 11, 2015",2015,"Nov",4,2,6,"","","","","Drowning","Eastern Mediterranean","37.779414000000"," 26.353410000000"
"November 11, 2015",2015,"Nov",1,"",1,"","",1,"","Unknown","Eastern Mediterranean","39.276195000000"," 26.383443000000"
"November 10, 2015",2015,"Nov",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.038330000000"," 27.429855000000"
"November 10, 2015",2015,"Nov",14,1,15,"","","",7,"Drowning","Eastern Mediterranean","39.445518000000"," 25.986638000000"
"November 05, 2015",2015,"Nov",1,1,2,"","","",2,"Drowning","Eastern Mediterranean","36.891500000000"," 27.287700000000"
"November 05, 2015",2015,"Nov",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.465347300000"," 26.932666400000"
"November 03, 2015",2015,"Nov",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","36.407360400000"," 27.447417900000"
"November 03, 2015",2015,"Nov",10,"",10,"","",4,6,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"November 01, 2015",2015,"Nov",1,"",1,"","","","","Drowning","Eastern Mediterranean","38.357540000000"," 26.452157000000"
"November 01, 2015",2015,"Nov",11,"",11,"",5,"",6,"Drowning","Eastern Mediterranean","37.751814000000"," 26.960291000000"
"November 01, 2015",2015,"Nov",1,"",1,"",1,"","","Drowning","Eastern Mediterranean","39.276195000000"," 26.383443000000"
"November 01, 2015",2015,"Nov",1,"",1,"","",1,1,"Drowning","Eastern Mediterranean","39.274069000000"," 26.386190000000"
"November 01, 2015",2015,"Nov",4,6,10,"","",4,"","Drowning","Eastern Mediterranean","37.284761000000"," 27.125852000000"
"October 31, 2015",2015,"Oct",4,"",4,"",1,"",3,"Drowning","Eastern Mediterranean","39.279915000000"," 26.388937000000"
"October 31, 2015",2015,"Oct",4,"",4,"","","","","Drowning","Western Mediterranean","35.991336000000"," -5.916205000000"
"October 30, 2015",2015,"Oct",1,"",1,"","","",1,"Drowning","Eastern Mediterranean","37.457800000000"," 26.972100000000"
"October 30, 2015",2015,"Oct",1,"",1,"","","","","Unknown","Eastern Mediterranean","39.175649100000"," 25.943523100000"
"October 29, 2015",2015,"Oct",4,"",4,"","","",4,"Drowning","Eastern Mediterranean","39.470142000000"," 26.592653000000"
"October 29, 2015",2015,"Oct",0,2,2,"","","","","Drowning","Eastern Mediterranean","37.754800000000"," 26.977800000000"
"October 29, 2015",2015,"Oct",3,4,7,"",1,"",2,"Drowning","Eastern Mediterranean","36.450624563650"," 28.215749624854"
"October 29, 2015",2015,"Oct",7,32,39,15,"",4,"","Drowning","Western Mediterranean","35.244558900000"," -3.931746800000"
"October 28, 2015",2015,"Oct",2,"",2,"",1,1,2,"Drowning","Eastern Mediterranean","39.269816000000"," 26.390310000000"
"October 28, 2015",2015,"Oct",3,"",3,"","",3,2,"Drowning","Eastern Mediterranean","34.270800000000"," 15.007300000000"
"October 28, 2015",2015,"Oct",3,"",3,"",1,1,2,"Drowning","Eastern Mediterranean","37.460602400000"," 27.005194300000"
"October 28, 2015",2015,"Oct",3,1,4,"","",1,3,"Drowning","Eastern Mediterranean","37.782654000000"," 27.256379000000"
"October 28, 2015",2015,"Oct",19,"",19,0,1,2,11,"Drowning","Eastern Mediterranean","36.952300000000"," 26.980800000000"
"October 28, 2015",2015,"Oct",43,"",43,"",6,17,20,"Drowning","Eastern Mediterranean","39.385646200000"," 26.216721700000"
"October 28, 2015",2015,"Oct",13,"",13,"","","","","Drowning","Eastern Mediterranean","39.273005000000"," 26.423269000000"
"October 28, 2015",2015,"Oct",1,"",1,"","",1,0,"Drowning","Eastern Mediterranean","39.277258000000"," 26.409536000000"
"October 28, 2015",2015,"Oct",1,"",1,"",1,"",1,"Unknown","Eastern Mediterranean","37.754800000000"," 26.977800000000"
"October 28, 2015",2015,"Oct",1,"",1,"","","",1,"Unknown","Eastern Mediterranean","37.458981000000"," 26.992945000000"
"October 27, 2015",2015,"Oct",1,1,2,"","","","","Drowning","Eastern Mediterranean","38.381773000000"," 26.464046000000"
"October 26, 2015",2015,"Oct",1,"",1,"","",1,"","Drowning","Western Mediterranean","35.895384600000"," -5.334817200000"
"October 26, 2015",2015,"Oct",1,"",1,"",1,"","","Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"October 26, 2015",2015,"Oct",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","38.432258000000"," 26.243986000000"
"October 25, 2015",2015,"Oct",43,"",43,"","","","","Drowning","Central Mediterranean","32.505100000000"," 14.510200000000"
"October 25, 2015",2015,"Oct",3,7,10,"",2,1,2,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"October 22, 2015",2015,"Oct",4,1,5,"",1,"",4,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"October 22, 2015",2015,"Oct",2,1,3,"","","",1,"Drowning","Eastern Mediterranean","39.175649100000"," 25.943523100000"
"October 22, 2015",2015,"Oct",12,11,23,"",5,2,5,"Drowning","Eastern Mediterranean","39.410744000000"," 26.586906000000"
"October 22, 2015",2015,"Oct",6,"",6,"","","",1,"Drowning","Central Mediterranean","31.554800000000"," 31.091100000000"
"October 21, 2015",2015,"Oct","",13,13,"",1,"",2,"Drowning","Eastern Mediterranean","39.427700000000"," 26.388500000000"
"October 20, 2015",2015,"Oct",8,"",8,"","","","","Unknown","Central Mediterranean","40.334718000000"," 17.164603000000"
"October 19, 2015",2015,"Oct",1,1,2,"","",2,"","Drowning","Western Mediterranean","35.889400000000"," -5.321350000000"
"October 19, 2015",2015,"Oct",4,1,5,"",2,2,2,"Drowning","Eastern Mediterranean","34.234500000000"," 14.743700000000"
"October 18, 2015",2015,"Oct",1,"",1,"","",1,1,"Unknown","Eastern Mediterranean","38.375528800000"," 25.716800500000"
"October 17, 2015",2015,"Oct",4,3,7,"",4,2,5,"Drowning","Eastern Mediterranean","38.164685800000"," 26.747187400000"
"October 16, 2015",2015,"Oct",13,"",13,"",5,2,6,"Drowning","Eastern Mediterranean","39.416200000000"," 26.407400000000"
"October 15, 2015",2015,"Oct",7,1,8,"",2,1,4,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"October 14, 2015",2015,"Oct",3,"",3,"",2,1,2,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"October 14, 2015",2015,"Oct",7,2,9,"",4,4,5,"Drowning","Eastern Mediterranean","37.471039000000"," 27.022180000000"
"October 13, 2015",2015,"Oct",1,1,2,"","",1,"","Drowning","Western Mediterranean","35.296428600000"," -2.942810000000"
"October 10, 2015",2015,"Oct",11,"",11,"","","","","Drowning","Central Mediterranean","31.554841200000"," 31.091136900000"
"October 10, 2015",2015,"Oct","","",0,"","","","","Drowning","Central Mediterranean","31.593450985205"," 31.089763608984"
"October 09, 2015",2015,"Oct",2,"",2,"","",2,"","Drowning","Western Mediterranean","36.438961955042"," -6.429884062500"
"October 09, 2015",2015,"Oct",1,"",1,"","",1,1,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"October 05, 2015",2015,"Oct",95,"",95,"","","","","Drowning","Central Mediterranean","32.787300000000"," 12.782600000000"
"October 05, 2015",2015,"Oct",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","36.889300000000"," 27.182800000000"
"October 04, 2015",2015,"Oct",2,"",2,"","",2,2,"Drowning","Eastern Mediterranean","36.892587100000"," 27.287792600000"
"October 03, 2015",2015,"Oct",2,"",2,"",1,1,"","Drowning","Eastern Mediterranean","36.891500000000"," 27.287700000000"
"October 02, 2015",2015,"Oct",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","36.952300000000"," 26.980800000000"
"September 30, 2015",2015,"Sep",2,"",2,0,1,1,1,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"September 29, 2015",2015,"Sep",1,5,6,"","","","","Drowning","Eastern Mediterranean","40.722942471743"," 26.043375269531"
"September 27, 2015",2015,"Sep",17,"",17,0,5,"",5,"Drowning","Eastern Mediterranean","36.527861500000"," 34.692517600000"
"September 25, 2015",2015,"Sep","",7,7,"","","","","Drowning","Eastern Mediterranean","36.893311000000"," 27.307574000000"
"September 24, 2015",2015,"Sep",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","37.466700000000"," 26.966700000000"
"September 23, 2015",2015,"Sep",1,"",1,"",1,"","","Drowning","Eastern Mediterranean","39.367100000000"," 26.175100000000"
"September 22, 2015",2015,"Sep",1,"",1,"","",1,"","Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"September 22, 2015",2015,"Sep","",2,2,"","","","","Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"September 20, 2015",2015,"Sep",2,24,26,"",2,"",10,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"September 20, 2015",2015,"Sep","",2,2,"","","","","Drowning","Eastern Mediterranean","39.235700000000"," 26.665000000000"
"September 20, 2015",2015,"Sep",13,13,26,"","","",6,"Drowning","Eastern Mediterranean","39.445562000000"," 26.042874000000"
"September 19, 2015",2015,"Sep",1,12,13,"",1,"",1,"Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"September 18, 2015",2015,"Sep",7,"",7,100,"","",1,"Drowning","Central Mediterranean","36.504390000000"," 27.363253000000"
"September 18, 2015",2015,"Sep",1,"",1,14,1,"",1,"Drowning","Eastern Mediterranean","38.328609000000"," 26.293587000000"
"September 17, 2015",2015,"Sep",1,"",1,254,1,"","","Unknown","Central Mediterranean","33.020773200000"," 13.551552400000"
"September 15, 2015",2015,"Sep",22,"",22,249,"","",4,"Drowning","Eastern Mediterranean","34.865700000000"," 12.604900000000"
"September 14, 2015",2015,"Sep",2,"",2,11,"","","","Drowning","Eastern Mediterranean","38.022701000000"," 27.067593000000"
"September 13, 2015",2015,"Sep",34,4,38,99,15,15,15,"Drowning","Eastern Mediterranean","37.294800000000"," 27.119900000000"
"September 12, 2015",2015,"Sep","",1,1,32,"",1,"","Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"September 12, 2015",2015,"Sep","",4,4,25,2,2,4,"Drowning","Eastern Mediterranean","36.949998000000"," 26.983329000000"
"September 10, 2015",2015,"Sep",1,"",1,"","","","","Unknown","Western Mediterranean","35.291415600000"," -2.992538500000"
"September 06, 2015",2015,"Sep",1,1,2,"","",2,"","Drowning","Western Mediterranean","36.034211958709"," -5.392037148438"
"September 06, 2015",2015,"Sep","",20,20,107,"","","","Drowning","Central Mediterranean","31.914825000000"," 30.322228000000"
